ssn,fico_scr,DailyRate,Department,HourlyRate,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,employee_no,depart_dt,Education,EducationField,Gender,first_name,birth_state,birth_dt,hire_dt,BusinessTravel,DistanceFromHome,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,NumCompaniesWorked,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
224099608,677,1482,Research & Development,42,18300,No,11,3,1,481740,,5,Life Sciences,Male,ZYLAN,TN,02/10/70,02/10/14,,,,,,,,,,,,,,,
653680347,720,160,Research & Development,51,3295,No,13,3,0,481742,,1,Medical,Female,MAYANA,MA,10/09/93,02/22/14,Travel_Rarely,4,3,3,1,2,Single,1,3,3,3,1,2,1,2
860887115,712,1251,Sales,32,5736,No,19,3,1,481995,,4,LS,Female,JORRYN,MA,10/04/77,05/28/14,Non-Travel,21,1,1,2,3,Married,6,3,10,1,3,2,1,2
202348894,682,447,Research & Development,39,16598,No,12,3,0,482098,,3,Medical,Male,RAEQUAN,IL,02/20/64,02/20/08,,,,,,,,,,,,,,,
295751087,686,530,Research & Development,78,13503,No,22,4,1,482178,,4,Life Sciences,Male,IZAYAH,MA,06/24/76,04/28/95,Travel_Frequently,1,3,2,4,2,Married,1,4,22,3,2,3,11,11
443543064,774,486,Research & Development,86,3517,No,17,3,0,482210,,3,Medical,Female,DIARRA,MA,06/22/89,05/07/14,Travel_Rarely,8,2,4,1,3,Married,7,1,5,0,3,2,0,2
722685137,753,581,Research & Development,63,3375,No,12,3,0,482365,,2,Life Sciences,Male,ROANAN,MA,03/23/95,10/27/13,Travel_Rarely,1,4,3,1,3,Single,0,4,4,2,4,2,1,2
133852054,738,200,Research & Development,32,4541,No,25,4,0,482665,,4,Other,Male,MICIAH,ME,02/20/73,02/20/97,,,,,,,,,,,,,,,
990341698,721,1305,Research & Development,49,4197,Yes,12,3,0,482870,,4,Life Sciences,Male,ILIAS,,,05/06/16,Travel_Rarely,10,3,3,2,2,Single,2,4,18,2,2,0,0,1
542019689,711,1385,Research & Development,79,13496,Yes,14,3,0,483409,,2,Medical,Male,LEVIATHAN,OR,03/16/72,03/17/97,,,,,,,,,,,,,,,
706652556,744,404,Research & Development,98,6687,No,11,3,0,483621,,4,Technical Degree,Female,MICKAELA,NV,08/10/82,08/10/02,,,,,,,,,,,,,,,
615377311,709,1050,Research & Development,87,16032,No,20,4,1,483676,,4,Medical,Female,JORDAYN,MA,12/14/62,10/12/02,Travel_Frequently,11,2,3,4,4,Divorced,3,1,26,2,3,9,1,12
119547377,720,432,Research & Development,96,2075,No,23,4,2,484042,,4,Life Sciences,Male,FOX,MA,11/29/65,11/16/12,Travel_Rarely,9,4,3,1,4,Married,3,2,10,4,3,2,0,3
191726955,710,448,Sales,74,2033,No,18,3,1,484050,,4,Life Sciences,Male,DILLION,AL,09/01/86,09/01/15,,,,,,,,,,,,,,,
183601311,748,1320,Research & Development,89,2585,No,17,3,0,484204,,3,Tech,Female,AREEBA,FL,11/23/82,11/23/15,,,,,,,,,,,,,,,
918453041,756,1485,Research & Development,79,2515,Yes,11,3,0,484342,,1,Life Sciences,Female,AYAAN,GA,03/18/89,03/17/16,,,,,,,,,,,,,,,
138197818,718,430,Research & Development,40,19627,No,17,3,2,484479,,4,Medical,Male,KEIVON,PA,06/16/70,06/16/14,,,,,,,,,,,,,,,
541770786,743,432,Research & Development,96,2075,No,23,4,2,484671,,4,Life Sciences,Male,FOX,MA,10/11/65,10/11/12,,,,,,,,,,,,,,,
531125395,738,462,Sales,68,6244,No,17,3,0,484991,,2,Medical,Female,PORSCHE,MA,11/26/74,07/27/11,Travel_Rarely,14,3,2,2,3,Single,7,1,10,6,3,4,0,3
130575413,686,371,Research & Development,45,3944,Yes,11,3,0,485169,,3,Life Sciences,Male,FINN,ME,02/18/79,02/18/14,,,,,,,,,,,,,,,
430490181,764,1054,Research & Development,67,3445,No,11,3,0,485582,,3,Medical,Female,AYANO,NH,02/02/90,02/02/11,,,,,,,,,,,,,,,
954492854,690,161,Research & Development,42,13744,Yes,25,4,1,485726,,3,Life Sciences,Female,OLUWADUNMININU,MA,09/24/79,09/24/00,,,,,,,,,,,,,,,
742494625,745,971,Research & Development,54,17328,No,19,3,0,485921,,3,Medical,Female,KNOVA,,,03/07/97,Travel_Rarely,1,4,3,4,4,Single,6,4,29,3,2,7,12,7
320489006,737,265,Research & Development,57,2994,Yes,12,3,0,486097,,3,Life Sciences,Female,ATLEIGH,MA,02/06/98,11/12/15,Travel_Rarely,25,2,4,1,4,Single,1,4,1,2,3,0,0,1
996951433,745,294,Research & Development,32,8793,No,21,4,2,486151,,2,Life Sciences,Male,ARSENIO,MA,06/07/89,07/22/07,Travel_Frequently,10,4,3,3,1,Divorced,1,3,9,4,2,7,1,7
206393816,742,188,Research & Development,56,4272,No,19,3,0,486423,,3,Medical,Male,REFOEL,ID,08/04/74,08/04/15,,,,,,,,,,,,,,,
602103831,702,1435,Sales,99,7637,No,11,3,0,486639,,3,Life Sciences,Female,REGAN,NM,03/14/58,03/13/96,,,,,,,,,,,,,,,
843529762,717,313,Research & Development,98,13734,No,18,3,0,486682,,3,Medical,Female,EASTON,NY,04/28/66,04/28/10,,,,,,,,,,,,,,,
974396885,715,561,Sales,61,4805,No,19,3,1,486748,,3,Other,Male,ALANZO,DE,01/31/72,01/31/09,,,,,,,,,,,,,,,
664645122,749,161,Research & Development,42,13744,Yes,25,4,1,486765,,3,Life Sciences,Female,OLUWADUNMININU,MA,07/29/79,10/01/00,Travel_Rarely,10,3,4,3,4,Married,1,1,16,2,3,11,6,8
609126102,690,1153,Research & Development,94,4325,No,15,3,0,486904,,2,Medical,Male,EAN,MA,11/08/82,05/28/12,Travel_Rarely,1,1,3,2,2,Married,1,3,5,2,3,2,1,3
990015186,747,412,Research & Development,94,17123,Yes,13,3,2,487058,,4,Medical,N/A,MAELYNNE,NM,07/17/77,07/17/97,,,,,,,,,,,,,,,
768214529,698,1370,Research & Development,49,6883,No,16,3,1,487164,,4,Life Sciences,Male,CHRISS,MA,03/15/82,08/07/09,Travel_Rarely,27,4,3,2,3,Married,2,2,17,3,3,7,0,7
223242969,685,152,Sales,85,5666,Yes,13,3,0,487937,,3,Technical Degree,N/A,HAIDEE,AR,10/11/78,10/11/11,,,,,,,,,,,,,,,
147976777,701,532,Research & Development,58,19232,No,11,3,0,488151,,2,Tech,Male,KEGAN,CO,10/25/74,10/25/94,,,,,,,,,,,,,,,
251818756,675,1346,Research & Development,93,2661,No,11,3,1,488266,,2,Medical,Male,JONAH,,,12/16/14,Travel_Rarely,19,2,3,1,4,Divorced,0,3,3,2,3,2,1,2
492345666,729,655,Research & Development,48,5915,No,22,4,1,489028,,4,Life Sciences,Male,NIKO,DC,03/19/86,03/19/10,,,,,,,,,,,,,,,
711623287,741,548,Research & Development,94,2289,No,20,4,2,489651,,4,Life Sciences,Male,AMOL,MN,06/02/75,06/02/11,,,,,,,,,,,,,,,
493569968,716,492,Sales,96,6439,No,14,3,1,489899,,4,LS,Female,ALLYE,NV,05/27/69,05/27/09,,,,,,,,,,,,,,,
518389764,687,1092,Research & Development,64,9667,No,14,3,0,490133,,3,Medical,N/A,ALYSSAMARIE,IN,06/12/86,06/12/09,,,,,,,,,,,,,,,
695938719,754,670,Research & Development,51,6142,Yes,16,3,0,490313,,4,Medical,Female,KASUMI,LA,12/25/81,12/25/11,,,,,,,,,,,,,,,
469546947,707,465,Research & Development,41,13966,Yes,19,3,1,490912,,1,Life Sciences,Female,KHAIRA,MA,09/22/67,07/26/01,Travel_Rarely,6,3,2,4,3,Married,2,2,30,3,3,11,2,12
465485707,714,1219,Sales,78,15427,No,16,3,0,490975,,4,Life Sciences,Female,DELILAH,MO,08/22/63,08/22/91,,,,,,,,,,,,,,,
260309917,701,1225,Sales,57,5473,No,11,3,0,491526,,1,Life Sciences,Female,TEMPERANCE,CT,08/12/57,08/12/12,,,,,,,,,,,,,,,
450434042,758,267,Research & Development,79,2028,No,18,3,3,491545,,3,Medical,N/A,LANSON,MA,12/25/83,06/28/02,Travel_Rarely,21,2,4,1,2,,1,4,14,6,3,11,2,13
235616714,729,593,Research & Development,88,13499,No,17,3,0,491594,,4,Medical,N/A,AVIYANA,,,12/22/98,,,,,,,,,,,,,,,
420274123,710,1127,Research & Development,52,2774,No,12,3,1,491828,,1,Life Sciences,Male,CLIFFORD,,,09/09/11,,,,,,,,,,,,,,,
405872791,676,1157,Research & Development,57,3986,No,14,3,1,491979,,2,Medical,Male,EZAEL,CA,06/05/82,06/05/01,,,,,,,,,,,,,,,
180926728,725,130,Sales,32,7351,No,16,3,0,492083,,2,Marketing,Male,JAYVIER,CO,01/01/79,01/01/16,,,,,,,,,,,,,,,
137306328,734,,Research & Development,100,,No,14,3,1,492374,,1,Tech,N/A,CREED,,,01/22/15,Travel_Rarely,2,3,3,1,4,,0,3,3,2,3,1,2,1
996890391,737,810,Sales,57,4851,No,22,4,1,492588,,3,Life Sciences,Male,TORBEN,AK,05/20/92,05/21/14,,,,,,,,,,,,,,,
221462376,742,1157,Research & Development,51,3058,Yes,16,3,1,492779,,3,Technical Degree,Male,ATHARV,PA,12/19/89,12/19/11,,,,,,,,,,,,,,,
249732861,772,1369,Research & Development,68,13402,Yes,12,3,1,492784,,3,Life Sciences,Male,KHADYN,MA,07/17/60,09/16/97,Travel_Rarely,23,4,3,4,2,Married,4,1,33,0,3,16,15,9
114524165,687,580,Sales,48,10475,Yes,21,4,1,492991,,4,Life Sciences,Male,WIL,MA,09/02/76,06/13/98,Travel_Frequently,5,4,2,3,1,Married,5,3,20,2,3,13,1,12
369508925,771,1180,Research & Development,90,5762,No,14,3,1,493216,,2,Medical,Male,BROX,ND,09/27/81,09/27/09,,,,,,,,,,,,,,,
361283254,690,1362,Sales,67,5304,Yes,13,3,0,493251,,3,Marketing,Male,AADYN,PA,01/02/83,01/02/12,,,,,,,,,,,,,,,
415384242,730,104,Research & Development,69,2074,Yes,12,3,1,493304,,3,Life Sciences,Female,AMARRIE,KS,05/14/82,05/13/16,,,,,,,,,,,,,,,
576421636,676,946,Research & Development,52,6877,Yes,24,4,0,493609,,3,Medical,Female,MAZEY,CO,06/18/86,06/18/16,,,,,,,,,,,,,,,
380206192,754,116,Research & Development,52,4108,No,13,3,0,493612,,1,Life Sciences,Male,SANCHIT,DC,10/23/77,10/23/09,,,,,,,,,,,,,,,
628502868,704,1242,Sales,46,6392,No,13,3,1,493709,,4,Life Sciences,Male,THORN,RI,05/01/84,05/02/15,,,,,,,,,,,,,,,
611650283,756,546,Research & Development,97,3117,No,18,3,0,493727,,1,Medical,Male,KUYPER,SD,06/17/95,06/17/14,,,,,,,,,,,,,,,
639607805,707,1053,Research & Development,70,17099,No,15,3,1,493826,,2,LS,Male,MAHAMADOU,FL,06/28/64,06/28/07,,,,,,,,,,,,,,,
253555436,755,1319,Sales,45,13225,No,12,3,1,494025,,3,Tech,Female,SRI,MA,01/31/71,12/03/97,Travel_Rarely,3,1,4,4,1,Divorced,2,4,25,5,3,17,2,8
950330221,771,303,Sales,84,5813,Yes,18,3,0,494242,,3,Life Sciences,Male,BENJERMAN,UT,12/01/81,12/01/06,,,,,,,,,,,,,,,
942854547,772,469,Sales,42,5869,No,11,3,0,494653,,3,Medical,N/A,JAMESPATRICK,AZ,11/05/87,11/05/11,,,,,,,,,,,,,,,
984693872,723,479,Research & Development,35,2972,No,13,3,0,494794,,4,Medical,Male,ABHIRAJ,MN,03/26/83,03/25/16,,,,,,,,,,,,,,,
157673501,701,1112,Sales,67,5476,No,11,3,2,496029,,4,Life Sciences,Female,MIELLE,AR,09/08/85,09/08/06,,,,,,,,,,,,,,,
307826538,761,562,Sales,50,6796,Yes,14,3,1,496034,10/12/15,2,Technical Degree,Male,MACKLEN,MA,02/02/67,10/12/11,Travel_Frequently,8,2,3,2,3,Married,3,1,18,4,3,3,1,3
518878758,715,1137,Research & Development,51,4014,Yes,25,4,1,496223,,1,Life Sciences,Female,AERIANNA,,04/20/82,04/20/07,,,,,,,,,,,,,,,
459231896,708,1476,Research & Development,55,6674,No,11,3,3,496560,,3,Life Sciences,Female,ELLAMAY,MA,05/01/89,04/10/08,Non-Travel,1,3,1,2,4,Married,0,1,10,6,3,8,7,5
408508678,773,303,Research & Development,47,1102,No,22,4,0,496858,,3,Life Sciences,Male,COLESON,MD,11/24/97,11/24/15,,,,,,,,,,,,,,,
828009998,770,1083,Research & Development,96,6549,No,14,3,2,497073,,1,Life Sciences,Male,KEIRON,IL,04/13/89,04/13/09,,,,,,,,,,,,,,,
897369762,755,602,Human Resources,37,5743,Yes,11,3,0,497077,,5,Human Resources,Male,HARSHAL,MD,05/21/73,05/21/07,,,,,,,,,,,,,,,
437310068,742,306,Sales,100,4286,No,14,3,2,497131,01/21/17,4,Life Sciences,Female,RENLEY,,,01/21/16,Travel_Frequently,26,1,3,2,1,Married,2,4,5,4,3,1,0,0
453243716,744,992,Research & Development,68,2450,No,19,3,0,497256,,3,Medical,Male,YUVAL,MA,01/05/82,04/02/14,Travel_Rarely,1,4,2,1,1,Single,1,2,3,3,3,0,1,2
868044229,679,1169,Research & Development,34,6132,No,17,3,0,497312,,4,Medical,Male,ARYEH,,08/06/65,08/06/15,,,,,,,,,,,,,,,
818524232,742,617,Research & Development,34,4171,Yes,19,3,1,497481,,1,Life Sciences,Female,LIAHNA,NH,09/18/94,09/18/13,,,,,,,,,,,,,,,
156323558,730,1498,Sales,44,6120,Yes,12,3,2,497704,,4,Life Sciences,Male,NIKOLAJ,NC,01/05/78,01/05/12,,,,,,,,,,,,,,,
965734859,748,664,Research & Development,79,2194,No,13,3,1,497758,,3,Medical,Male,NICKOLAS,OH,01/08/82,01/08/14,,,,,,,,,,,,,,,
490811933,748,1329,Research & Development,73,2166,Yes,14,3,0,497846,07/26/15,3,Life Sciences,Male,JADARRIUS,MA,10/15/76,07/26/11,Travel_Rarely,7,1,3,1,1,Single,3,2,10,3,1,2,0,3
932698813,758,746,Sales,61,4649,No,14,3,1,498029,,3,LS,Male,JOHNDAVID,HI,08/13/87,08/13/12,,,,,,,,,,,,,,,
730677667,723,217,Sales,49,13770,Yes,12,3,2,498121,,3,Medical,Female,ZYANYA,MT,01/28/70,01/28/95,,,,,,,,,,,,,,,
135783500,769,516,Research & Development,69,6388,Yes,17,3,0,498216,,5,Life Sciences,Male,IVIN,,07/13/83,07/13/16,,,,,,,,,,,,,,,
404358636,684,930,Research & Development,73,4081,Yes,14,3,0,498267,,3,Medical,Female,GENOVEVA,TX,09/08/73,09/08/96,,,,,,,,,,,,,,,
142272881,754,164,Sales,61,7596,No,13,3,2,498584,,2,Medical,Male,PHINEHAS,FL,10/22/80,10/22/06,,,,,,,,,,,,,,,
972410348,763,1429,Research & Development,67,10512,No,12,3,0,498785,,4,Medical,Male,BUD,MA,10/29/57,01/08/08,Travel_Rarely,18,4,3,3,4,Single,6,4,25,6,2,7,5,4
787339070,813,813,Research & Development,58,2436,Yes,13,3,1,498805,11/12/15,3,Medical,Male,TRAE,MA,07/02/83,11/11/10,Travel_Rarely,14,3,3,1,4,Married,5,3,8,2,1,4,0,4
890287961,766,849,Sales,98,7991,No,15,3,0,499087,,2,LS,Male,BRENNUS,VT,01/14/71,01/14/15,,,,,,,,,,,,,,,
449883618,706,218,Sales,100,6929,No,11,3,1,499222,,3,Technical Degree,Male,CONALL,DE,08/04/85,08/04/08,,,,,,,,,,,,,,,
406052720,698,1280,Research & Development,64,2889,No,11,3,2,499454,,1,Medical,Male,BECK,MA,11/10/91,11/21/14,Travel_Rarely,7,4,2,1,4,Married,1,3,2,2,3,2,2,1
730085642,764,1311,Research & Development,100,2794,No,20,4,0,499465,,3,Life Sciences,Male,AZAAN,MA,07/15/84,04/03/12,Travel_Frequently,7,2,4,1,2,Married,1,3,5,3,1,1,0,3
360608083,691,603,Sales,77,8224,Yes,17,3,0,499509,,4,Marketing,Female,ZENIYA,,07/05/83,07/05/11,,,,,,,,,,,,,,,
789606647,678,1291,Research & Development,65,17603,No,24,4,1,500146,,2,Life Sciences,Male,JAYMASON,DC,07/27/73,07/27/02,,,,,,,,,,,,,,,
312922361,693,557,Sales,94,7644,No,19,3,2,500361,,3,Medical,Female,MAEANNA,VT,05/07/81,05/06/08,,,,,,,,,,,,,,,
962127859,691,303,Sales,75,2231,No,18,3,1,500580,,4,Mkt,Female,AERIS,MI,12/06/82,10/26/12,Travel_Frequently,2,3,3,1,3,Married,6,4,6,3,3,3,1,2
929937073,691,946,Research & Development,52,6877,Yes,24,4,0,500599,,3,Medical,Female,MAZEY,CO,07/26/86,07/26/16,,,,,,,,,,,,,,,
515713837,695,792,Research & Development,77,6472,Yes,15,3,1,500624,,3,Life Sciences,Male,SAHITH,AR,09/18/77,09/18/07,,,,,,,,,,,,,,,
490860416,759,1276,Sales,91,16595,No,16,3,1,500943,,5,Life Sciences,Female,LATOYA,VT,01/27/76,01/27/99,,,,,,,,,,,,,,,
388099693,682,300,Research & Development,56,18880,No,11,3,0,501191,,3,LS,N/A,TEMITAYO,,08/06/74,08/06/94,,,,,,,,,,,,,,,
472440756,679,118,Sales,84,4639,No,15,3,1,501288,,2,Life Sciences,Female,KARRAH,AR,10/02/76,10/02/11,,,,,,,,,,,,,,,
743148452,752,217,Sales,49,13770,Yes,12,3,2,501550,,3,Medical,Female,ZYANYA,MT,07/12/69,07/12/94,,,,,,,,,,,,,,,
883419979,680,726,Research & Development,93,6384,No,17,3,2,501557,,1,Life Sciences,N/A,EDYN,VT,12/23/87,12/23/09,,,,,,,,,,,,,,,
677071253,746,1474,Sales,60,4707,No,12,3,0,501613,,4,Other,Male,BLAIN,UT,02/25/85,02/25/13,,,,,,,,,,,,,,,
837595806,731,478,Research & Development,60,19038,No,12,3,3,501701,,3,Medical,Male,ACHYUTH,MI,12/29/61,03/23/16,Travel_Rarely,2,3,2,5,1,Married,8,2,34,2,3,0,0,0
378420284,684,1224,Research & Development,91,19665,No,12,3,0,501920,,3,LS,Male,ESTEVEN,ME,05/08/69,05/08/95,,,,,,,,,,,,,,,
671546891,714,335,Sales,33,5507,No,16,3,2,502306,,2,Marketing,Male,JAHSIYAH,PA,11/20/80,11/20/12,,,,,,,,,,,,,,,
829613305,681,1387,Research & Development,76,5377,No,13,3,3,503036,,5,Medical,Male,DONTARIUS,,12/20/77,12/20/09,,,,,,,,,,,,,,,
182422470,758,1496,Research & Development,41,4319,No,13,3,1,503206,,1,Technical Degree,Male,MADDEX,ID,06/17/87,06/17/06,,,,,,,,,,,,,,,
612039243,774,541,Sales,48,9699,No,11,3,1,503403,,4,Medical,Male,MOKSH,AR,11/30/80,11/30/03,,,,,,,,,,,,,,,
325756608,773,1375,Sales,87,4001,Yes,14,3,1,503435,,3,LS,N/A,ARYAMAN,LA,07/07/82,07/07/01,,,,,,,,,,,,,,,
718372590,735,501,Sales,58,2380,Yes,11,3,0,503465,,1,Medical,Male,SHAKIL,NY,05/08/96,05/09/15,,,,,,,,,,,,,,,
535912340,713,570,Sales,30,6118,No,13,3,3,503641,,3,Marketing,Female,MILIANI,MI,08/02/86,07/17/06,Travel_Rarely,5,4,2,2,3,Divorced,1,3,10,2,3,9,1,2
336598404,677,1354,Research & Development,45,11631,No,12,3,0,504007,,3,Medical,Female,NOELIA,PA,02/13/83,02/13/06,,,,,,,,,,,,,,,
825305534,741,1496,Sales,92,2909,No,15,3,1,504457,11/24/17,3,Technical Degree,Male,JACKS,MI,04/01/89,11/24/14,Travel_Frequently,1,1,3,1,3,Married,3,4,5,3,4,2,1,2
601050192,763,192,Research & Development,59,3955,No,16,3,2,505390,,2,Medical,Male,OBERON,MI,05/01/91,04/30/12,,,,,,,,,,,,,,,
949278997,775,715,Sales,54,5332,No,13,3,0,505727,,4,Other,Male,DIN,MT,06/02/85,06/02/11,,,,,,,,,,,,,,,
426897304,775,192,Research & Development,59,3955,No,16,3,2,506034,,2,Medical,Male,OBERON,MI,04/28/91,12/01/11,Travel_Rarely,1,1,2,1,1,Married,1,1,6,2,3,3,1,3
942495446,760,287,Research & Development,62,2977,No,12,3,1,506041,,4,LS,Female,VICTORIAROSE,NE,02/05/82,02/05/13,,,,,,,,,,,,,,,
423935971,688,404,Research & Development,98,6687,No,11,3,0,506593,,4,Technical Degree,Female,MICKAELA,NV,02/04/83,02/04/03,,,,,,,,,,,,,,,
512507943,737,1470,Research & Development,71,3936,No,11,3,1,506870,,3,Medical,Female,WELLESLEY,MT,09/05/79,09/05/08,,,,,,,,,,,,,,,
976346772,760,1401,Research & Development,54,3131,No,13,3,1,506890,,1,Medical,Female,KAWTHAR,TN,02/17/88,02/17/07,,,,,,,,,,,,,,,
562893327,686,810,Sales,57,4851,No,22,4,1,506966,,3,Life Sciences,Male,TORBEN,AK,09/02/91,09/02/13,,,,,,,,,,,,,,,
995598922,696,1146,Sales,38,5326,No,17,3,0,507177,,3,Technical Degree,Male,HAYTHAM,KY,04/04/91,04/04/13,,,,,,,,,,,,,,,
958135992,713,1384,Research & Development,82,4420,No,22,4,1,507293,,4,Medical,Male,BRAYLEE,TX,06/21/90,06/21/08,,,,,,,,,,,,,,,
759991979,744,216,Research & Development,84,4941,No,20,4,2,507386,,2,Medical,Male,DOVID,MI,09/29/80,02/01/14,Travel_Rarely,6,2,3,2,2,Divorced,6,4,7,0,3,2,0,1
485509362,678,1469,Research & Development,35,3617,Yes,14,3,1,507649,,4,Medical,Male,KALEV,MI,10/23/76,05/06/16,Travel_Frequently,9,4,3,1,2,Divorced,8,4,3,2,3,1,0,0
561533236,774,,Research & Development,62,,Yes,11,3,1,507893,,4,Medical,Male,JEFFREN,MI,09/16/66,10/26/08,Travel_Rarely,2,2,3,5,3,Married,2,4,29,2,2,1,7,7
138208139,724,1404,Sales,84,2157,No,15,3,1,507921,,3,Technical Degree,Female,KENDI,ME,07/11/87,07/11/13,,,,,,,,,,,,,,,
274724468,743,982,Research & Development,58,2258,No,12,3,1,508066,,4,Medical,Male,ASHFORD,MI,07/06/81,06/16/08,Travel_Rarely,1,4,2,1,3,Married,6,2,10,2,3,0,1,7
922286013,732,572,Sales,46,4684,No,13,3,0,508249,,3,Medical,N/A,DAESON,MN,06/29/90,06/29/11,,,,,,,,,,,,,,,
736759118,677,836,Research & Development,33,14756,Yes,14,3,3,508708,,3,Medical,Female,POPPY,NV,01/19/62,01/19/12,,,,,,,,,,,,,,,
152968338,685,1302,Research & Development,80,5562,Yes,13,3,1,508829,,4,LS,Male,BIRCH,MI,10/08/80,05/06/14,Travel_Frequently,6,1,4,2,1,Married,3,4,9,3,3,2,0,2
471624806,684,408,Research & Development,71,2546,No,16,3,0,508960,,5,Technical Degree,Female,AFIA,DC,10/04/87,10/04/14,,,,,,,,,,,,,,,
251758504,766,446,Research & D,65,6447,No,12,3,1,509141,,4,Life Sciences,Female,JENASIS,MN,11/27/79,11/27/10,,,,,,,,,,,,,,,
196413930,679,1130,Sales,56,6214,No,18,3,1,509491,,4,Mkt,Female,SOMAYA,HI,11/08/89,11/08/08,,,,,,,,,,,,,,,
914758419,724,866,Sales,84,8463,No,18,3,0,509501,,3,Medical,Male,DARYEL,MI,07/13/88,11/02/11,Travel_Rarely,5,4,3,2,1,Single,0,4,6,4,3,4,1,3
366499651,723,1117,Sales,83,16835,No,23,4,0,509507,,5,Life Sciences,Female,MANREET,NV,10/24/61,10/24/06,,,,,,,,,,,,,,,
783303685,678,959,Research & Development,83,2836,No,13,3,0,509762,,3,LS,Female,PAYTIN,,06/17/96,06/17/15,,,,,,,,,,,,,,,
591350201,712,1368,Research & Development,88,4523,No,11,3,3,509897,,4,Technical Degree,Female,JADALYN,IA,10/15/74,10/15/10,,,,,,,,,,,,,,,
354828941,770,300,Sales,74,8396,No,14,3,1,510066,,3,Marketing,Male,KAENAN,HI,07/04/76,07/04/09,,,,,,,,,,,,,,,
516059405,747,,Research & Development,54,,No,11,3,0,510491,,3,Life Sciences,Male,JONTAE,MI,12/07/68,04/14/07,Travel_Rarely,4,4,3,3,4,Single,1,3,11,2,3,9,0,8
987309343,699,444,Sales,92,5677,No,14,3,1,510769,,2,Marketing,Female,RANAYA,NV,11/20/76,11/20/05,,,,,,,,,,,,,,,
731259403,775,1344,Research & Development,37,2089,No,14,3,3,510898,,3,Medical,Male,BLAYNE,MI,01/13/74,01/25/12,Non-Travel,7,4,4,1,4,Divorced,4,4,7,3,4,4,2,2
229445011,743,121,Sales,35,7639,No,22,4,3,511303,04/10/16,3,Mkt,Female,BRILEIGH,MI,05/27/88,04/10/06,Travel_Rarely,27,2,3,3,4,Married,1,4,10,3,2,4,1,9
229445011,743,121,Sales,35,7639,No,22,4,3,511303,04/10/16,3,Mkt,Female,BRILEIGH,MI,05/27/88,04/10/06,Travel_Rarely,27,2,3,3,4,Married,1,4,10,3,2,4,1,9
282018158,686,810,Sales,92,6799,No,21,4,2,511669,,2,Technical Degree,Male,CAYLUM,FL,10/28/82,10/28/06,,,,,,,,,,,,,,,
613422233,731,1069,Research & Development,42,6949,No,14,3,0,511795,,3,Life Sciences,Female,ELEAH,MI,11/30/83,03/31/12,Travel_Rarely,1,2,2,2,4,Single,0,1,6,3,3,0,1,4
103082024,758,722,Sales,60,12031,No,11,3,1,511909,,1,Mkt,Female,AZYLA,MI,05/25/78,10/06/96,Travel_Rarely,24,2,2,4,4,Married,0,1,21,2,2,9,9,6
265225441,773,374,Sales,50,4850,No,15,3,0,511918,,3,Life Sciences,Female,ZIAIRE,,,08/07/11,,,,,,,,,,,,,,,
554168930,738,1343,Sales,49,3447,No,11,3,0,511983,,1,Tech,Male,SAIGE,,01/06/96,01/06/14,,,,,,,,,,,,,,,
772757340,732,428,Sales,52,2760,No,13,3,0,512041,,3,Marketing,Female,ATIKA,NC,04/28/88,04/29/15,,,,,,,,,,,,,,,
873912603,774,1379,Research & Development,64,5067,Yes,19,3,0,512479,,4,Medical,Male,FILIPPO,MI,09/06/69,09/28/97,Travel_Frequently,16,3,4,2,3,Divorced,1,3,20,3,4,10,2,7
633536086,749,111,Research & Development,66,3072,No,11,3,2,512644,,3,Medical,Male,TRITON,MO,01/19/87,01/19/05,,,,,,,,,,,,,,,
750019990,688,1108,Research & Development,65,2367,No,12,3,1,512868,,4,Other,Female,ANARAE,SC,01/20/69,01/20/09,,,,,,,,,,,,,,,
289363104,680,1303,Research & Development,62,2768,No,12,3,1,513221,,4,Life Sciences,Male,OLAN,VT,05/04/83,05/04/10,,,,,,,,,,,,,,,
401085081,692,829,Human Resources,88,3737,No,19,3,1,513294,,2,Human Resources,Male,KAJ,MI,11/25/82,10/17/13,Travel_Rarely,3,3,3,1,4,Married,0,3,4,1,1,2,0,2
207416492,719,470,Research & Development,96,6567,No,14,3,0,513777,,4,Medical,N/A,TAYLIN,,03/15/68,03/16/02,,,,,,,,,,,,,,,
298695674,743,1332,Research & Development,98,6781,No,23,4,0,513887,,4,Other,Male,AYSON,IN,12/22/74,12/22/15,,,,,,,,,,,,,,,
379068426,719,1112,Human Resources,50,5985,No,11,3,0,513957,,4,Life Sciences,Female,ANNIA,ND,03/23/73,03/23/15,,,,,,,,,,,,,,,
318944192,721,888,Human Resources,71,6077,No,11,3,0,514147,,4,Human Resources,Male,XZAIVER,MD,09/05/78,09/05/10,,,,,,,,,,,,,,,
281648098,741,828,Sales,77,6582,Yes,13,3,0,514163,,1,Life Sciences,Male,TORRENCE,MI,12/17/85,03/06/11,Travel_Rarely,2,2,3,2,4,Single,4,3,10,2,4,5,0,5
